0,-64.00735662434222
1,-14.323051116660208
2,-9.928297188604201
3,-13.768368113570746
4,-11.968305721927234
5,-27.76182971652716
6,-37.45659159031295
7,-29.06791065358232
8,-31.533683349217092
9,-42.297731050454324
10,-17.574770721462453
11,-7.033007348072495
12,-4.139119536496412
13,-8.747416443106442
14,-1.3088215322048549
15,-11.242432421345242
16,-31.337634837168025
17,-33.461950415106706
18,-34.79678462094534
19,-30.452358936295933
20,-37.83770731974676
21,-1.0918119218152391
22,-8.585939510952155
23,4.023809550607067
24,-26.740825062077263
25,-33.460649815076565
26,-39.57706351435185
27,-25.99275592766079
28,-28.244376268263366
29,-22.90880235075863
30,-9.964327517408126
31,-20.2074504389276
32,-4.821907822919281
33,-7.403245360795373
34,-24.416864223551165
35,-35.125440384172194
36,-24.892176071837017
37,-43.69857079386274
38,-30.78352602580466
39,-32.37033403088272
40,-19.612071551982396
41,-15.667396835538085
42,-8.34525658542248
43,-4.068046165668956
44,-20.6054348800221
45,-35.775490668555264
46,-38.038670884311635
47,-44.953581412708175
48,-40.2866542107841
49,-28.116960693190983
50,-13.026885294877577
51,0.4728199886003621
52,14.698502944138692
53,-20.603548064862373
54,-85.26212740322373
55,-32.52272411600884
56,-28.725633052724135
57,-30.511915629084136
58,-21.97811115320659
59,-33.05110628504632
60,-3.552598252338689
61,-5.0702855666591535
62,-15.517902977458872
63,-1.8604124171293168
64,-19.563826851303258
65,-27.175751628176783
66,-29.04713673017133
67,-41.55452213011931
68,-30.534143952070945
69,-22.301150457317164
70,-20.656981412469406
71,-1.1966699321571563
72,-0.6820844138461286
73,-13.895979846345545
74,-13.826611182419828
75,-22.052264162910713
76,-30.851615407275922
77,-34.67048603361801
78,-40.260135824151135
79,-14.87331527668126
80,-11.757022561701518
81,-5.203484777419432
82,-0.998364754166349
83,-11.430632342437292
84,-19.46644673099697
85,-32.02551003888467
86,-40.52898752180894
87,-36.03003183372712
88,-24.220856756705725
89,-38.44128988003651
90,-7.8202730260388265
91,0.7349090586331883
92,-0.5386908533494517
93,-10.575803529357803
94,-33.58774781687435
95,-29.38256988716649
96,-28.891295260986595
97,-39.296433589662364
98,-18.97524126940061
99,-20.3525222334162
