1
0,2.3269993365248793
1,1.3253980917316173
2,0.22608296463471475
3,-4.434173701150148
4,-4.445571045229625
5,-5.5173161707901555
6,-5.850818191476553
7,-6.120538822991313
8,-7.095411511093534
9,-8.744937378400165

10
0,-5.478806464064105
1,-6.996506137336324
2,-8.044213107408186
3,-9.103214302084693
4,-11.468929418182022
5,-12.043723747305828
6,-9.439463328185408
7,-15.973013938976198
8,-15.621471169975933
9,-10.699337999961292

20
0,1.8376936876736447
1,2.526971741974838
2,-1.841005803207314
3,-1.377394759480687
4,-3.00178489281025
5,-5.505710801134733
6,-5.906444857093987
7,-9.729158156373282
8,-9.471329551292078
9,-11.525545902217601

30
0,0.8413975403533587
1,-1.2302074539916248
2,-1.9287533364910807
3,-7.113369218380056
4,-6.081378765758875
5,-7.5715339681935925
6,-9.37986215203897
7,-10.02395232294524
8,-10.095095018478949
9,-11.836396413307147

40
0,-0.9352046541417705
1,-2.3877709008092776
2,-2.098858640300771
3,-1.9310876895675335
4,-5.174992173720776
5,-5.8451539084287365
6,-7.317673062668747
7,-7.628103423038291
8,-8.692844304854997
9,-6.347496216439467

50
0,-2.593115626276332
1,-1.659521119026761
2,-2.2469418767775444
3,-3.279123902970896
4,-4.6114544376355
5,-4.663798682520644
6,-3.9885656854531524
7,-3.9407615582117512
8,-4.942726015287166
9,-6.154389160972927

