0;0;1;0.022;0.100;-6.61;
0;1;1;0.008;0.100;-10.94;
0;2;1;0.008;0.100;-11.22;
0;3;1;0.007;0.100;-11.52;
0;4;1;0.010;0.100;-9.97;
1;0;1;0.011;0.100;-9.57;
1;1;1;0.010;0.100;-10.15;
1;2;1;0.008;0.100;-10.88;
1;3;1;0.008;0.100;-11.23;
1;4;1;0.010;0.100;-9.83;
2;0;1;0.008;0.100;-10.81;
2;1;1;0.007;0.100;-11.39;
0;5;15;0.010;0.007;1.54;
2;2;1;0.009;0.100;-10.49;
2;3;1;0.008;0.100;-11.11;
2;4;1;0.008;0.100;-11.20;
1;5;15;0.009;0.007;1.37;
3;0;1;0.008;0.100;-11.19;
3;1;1;0.008;0.100;-10.81;
3;2;1;0.008;0.100;-10.73;
3;3;1;0.009;0.100;-10.45;
3;4;1;0.008;0.100;-10.87;
0;6;15;0.008;0.007;0.78;
2;5;15;0.008;0.007;0.75;
1;6;15;0.008;0.007;0.84;
4;0;1;0.009;0.100;-10.58;
4;1;1;0.008;0.100;-10.71;
4;2;1;0.007;0.100;-11.41;
4;3;1;0.009;0.100;-10.44;
4;4;1;0.009;0.100;-10.34;
3;5;15;0.008;0.007;1.03;
0;7;15;0.008;0.007;1.03;
2;6;15;0.008;0.007;1.05;
5;0;1;0.009;0.100;-10.58;
5;1;1;0.008;0.100;-10.91;
5;2;1;0.007;0.100;-11.41;
5;3;1;0.010;0.100;-10.02;
5;4;1;0.010;0.100;-10.13;
1;7;15;0.009;0.007;1.42;
4;5;15;0.010;0.007;1.62;
3;6;15;0.010;0.007;1.56;
6;0;1;0.014;0.100;-8.56;
0;8;15;0.010;0.007;1.64;
6;1;1;0.016;0.100;-7.83;
2;7;15;0.010;0.007;1.75;
6;2;1;0.017;0.100;-7.57;
6;3;1;0.008;0.100;-10.86;
6;4;1;0.013;0.100;-8.73;
5;5;15;0.010;0.007;1.82;
1;8;15;0.010;0.007;1.87;
7;0;1;0.012;0.100;-9.33;
7;1;1;0.012;0.100;-9.04;
7;2;1;0.013;0.100;-8.72;
7;3;1;0.017;0.100;-7.75;
4;6;15;0.012;0.007;2.68;
7;4;1;0.016;0.100;-8.08;
3;7;15;0.012;0.007;2.50;
0;9;15;0.012;0.007;2.50;
2;8;15;0.012;0.007;2.43;
8;0;1;0.011;0.100;-9.72;
8;1;1;0.012;0.100;-9.24;
8;2;1;0.021;0.100;-6.76;
6;5;15;0.012;0.007;2.67;
8;3;1;0.009;0.100;-10.30;
5;6;15;0.011;0.007;2.35;
8;4;1;0.015;0.100;-8.38;
1;9;15;0.012;0.007;2.64;
9;0;1;0.010;0.100;-9.79;
9;1;1;0.009;0.100;-10.31;
9;2;1;0.011;0.100;-9.51;
9;3;1;0.015;0.100;-8.10;
4;7;15;0.012;0.007;2.59;
7;5;15;0.012;0.007;2.60;
9;4;1;0.012;0.100;-9.28;
3;8;15;0.012;0.007;2.70;
2;9;15;0.012;0.007;2.61;
10;0;1;0.013;0.100;-8.73;
10;1;1;0.010;0.100;-10.05;
6;6;15;0.012;0.007;2.48;
10;2;1;0.009;0.100;-10.32;
10;3;1;0.010;0.100;-9.85;
8;5;15;0.012;0.007;2.67;
5;7;15;0.013;0.007;2.76;
10;4;1;0.016;0.100;-8.02;
11;0;1;0.014;0.100;-8.57;
7;6;15;0.013;0.007;2.75;
11;1;1;0.027;0.100;-5.70;
9;5;15;0.013;0.007;2.77;
3;9;15;0.012;0.007;2.51;
11;2;1;0.012;0.100;-9.31;
4;8;15;0.014;0.007;3.11;
11;3;1;0.011;0.100;-9.58;
11;4;1;0.009;0.100;-10.55;
12;0;1;0.013;0.100;-8.81;
12;1;1;0.009;0.100;-10.66;
12;2;1;0.014;0.100;-8.59;
5;8;15;0.012;0.007;2.66;
6;7;15;0.014;0.007;3.21;
12;3;1;0.014;0.100;-8.40;
8;6;15;0.014;0.007;3.12;
10;5;15;0.013;0.007;2.98;
12;4;1;0.016;0.100;-7.86;
13;0;1;0.014;0.100;-8.42;
9;6;15;0.012;0.007;2.63;
13;1;1;0.018;0.100;-7.51;
7;7;15;0.013;0.007;2.99;
13;2;1;0.017;0.100;-7.75;
13;3;1;0.012;0.100;-9.16;
4;9;15;0.014;0.007;3.17;
13;4;1;0.012;0.100;-9.04;
11;5;15;0.014;0.007;3.08;
