0;0;30;0.010;0.003;4.86;
1;0;30;0.009;0.003;4.35;
2;0;30;0.008;0.003;4.04;
0;1;30;0.008;0.003;4.03;
1;1;30;0.008;0.003;3.95;
2;1;30;0.009;0.003;4.13;
0;2;30;0.008;0.003;4.04;
1;2;30;0.008;0.003;4.06;
2;2;30;0.008;0.003;4.05;
0;3;30;0.009;0.003;4.07;
1;3;30;0.009;0.003;4.09;
2;3;30;0.009;0.003;4.16;
0;4;30;0.009;0.003;4.13;
1;4;30;0.009;0.003;4.10;
2;4;30;0.009;0.003;4.16;
0;5;30;0.009;0.003;4.23;
1;5;30;0.009;0.003;4.24;
2;5;30;0.009;0.003;4.10;
0;6;30;0.008;0.003;3.98;
1;6;30;0.008;0.003;4.00;
2;6;30;0.009;0.003;4.08;
0;7;30;0.009;0.003;4.15;
1;7;30;0.009;0.003;4.42;
2;7;30;0.009;0.003;4.40;
0;8;30;0.009;0.003;4.35;
1;8;30;0.008;0.003;4.06;
2;8;30;0.009;0.003;4.11;
0;9;30;0.009;0.003;4.13;
1;9;30;0.009;0.003;4.21;
2;9;30;0.010;0.003;4.77;
