lev1;cycle;0;countPeriod;0;amplitude;30;srt;125909355
lev1;cycle;1;countPeriod;0;amplitude;30;srt;77626644
lev1;cycle;0;countPeriod;1;amplitude;42;srt;104728670
lev1;cycle;2;countPeriod;0;amplitude;30;srt;76096043
lev1;cycle;1;countPeriod;1;amplitude;42;srt;106076644
lev1;cycle;3;countPeriod;0;amplitude;30;srt;75935807
lev1;cycle;2;countPeriod;1;amplitude;42;srt;109521391
lev1;cycle;0;countPeriod;2;amplitude;49;srt;127075906
lev1;cycle;1;countPeriod;2;amplitude;49;srt;130439538
lev1;cycle;4;countPeriod;0;amplitude;30;srt;80713922
lev1;cycle;3;countPeriod;1;amplitude;42;srt;112897613
lev1;cycle;2;countPeriod;2;amplitude;49;srt;130642749
lev1;cycle;0;countPeriod;3;amplitude;50;srt;138271822
lev1;cycle;1;countPeriod;3;amplitude;50;srt;133848075
lev1;cycle;5;countPeriod;0;amplitude;30;srt;94999895
lev1;cycle;4;countPeriod;1;amplitude;42;srt;134078632
lev1;cycle;3;countPeriod;2;amplitude;49;srt;155620292
lev1;cycle;0;countPeriod;4;amplitude;42;srt;141872843
lev1;cycle;2;countPeriod;3;amplitude;50;srt;168050831
lev1;cycle;1;countPeriod;4;amplitude;42;srt;148157160
lev1;cycle;6;countPeriod;0;amplitude;30;srt;110500722
lev1;cycle;5;countPeriod;1;amplitude;42;srt;137902070
lev1;cycle;0;countPeriod;5;amplitude;30;srt;101235563
lev1;cycle;4;countPeriod;2;amplitude;49;srt;166918496
lev1;cycle;1;countPeriod;5;amplitude;30;srt;104870647
lev1;cycle;7;countPeriod;0;amplitude;30;srt;104566764
lev1;cycle;3;countPeriod;3;amplitude;50;srt;185924795
lev1;cycle;2;countPeriod;4;amplitude;42;srt;155847900
lev1;cycle;0;countPeriod;6;amplitude;18;srt;74255755
lev1;cycle;6;countPeriod;1;amplitude;42;srt;147514823
lev1;cycle;1;countPeriod;6;amplitude;18;srt;70529780
lev1;cycle;0;countPeriod;7;amplitude;11;srt;43960900
lev1;cycle;8;countPeriod;0;amplitude;30;srt;118920043
lev1;cycle;1;countPeriod;7;amplitude;11;srt;49023064
lev1;cycle;5;countPeriod;2;amplitude;49;srt;189902843
lev1;cycle;0;countPeriod;8;amplitude;10;srt;40370948
lev1;cycle;1;countPeriod;8;amplitude;10;srt;47973239
