1;0;30;0.010;0.003;4.74;
0;0;30;0.013;0.003;5.75;
2;0;30;0.010;0.003;4.76;
3;0;30;0.011;0.003;5.15;
4;0;30;0.013;0.003;5.92;
5;0;30;0.013;0.003;5.95;
1;1;42;0.013;0.002;7.46;
0;1;42;0.014;0.002;7.74;
6;0;30;0.015;0.003;6.56;
2;1;42;0.015;0.002;8.04;
7;0;30;0.017;0.003;6.97;
8;0;30;0.016;0.003;6.83;
3;1;42;0.017;0.002;8.52;
9;0;30;0.017;0.003;7.14;
4;1;42;0.018;0.002;8.82;
5;1;42;0.017;0.002;8.65;
6;1;42;0.018;0.002;8.72;
0;2;49;0.017;0.002;9.29;
1;2;49;0.018;0.002;9.51;
7;1;42;0.017;0.002;8.62;
8;1;42;0.016;0.002;8.29;
2;2;49;0.019;0.002;9.62;
3;2;49;0.017;0.002;9.09;
9;1;42;0.017;0.002;8.65;
4;2;49;0.017;0.002;9.20;
5;2;49;0.017;0.002;9.18;
6;2;49;0.017;0.002;9.28;
1;3;50;0.017;0.002;9.24;
0;3;50;0.018;0.002;9.42;
7;2;49;0.017;0.002;9.15;
8;2;49;0.017;0.002;9.18;
2;3;50;0.016;0.002;9.14;
3;3;50;0.017;0.002;9.23;
9;2;49;0.017;0.002;9.30;
4;3;50;0.017;0.002;9.40;
5;3;50;0.017;0.002;9.36;
0;4;42;0.016;0.002;8.23;
1;4;42;0.017;0.002;8.57;
6;3;50;0.017;0.002;9.25;
2;4;42;0.017;0.002;8.59;
7;3;50;0.017;0.002;9.35;
8;3;50;0.017;0.002;9.26;
3;4;42;0.016;0.002;8.33;
9;3;50;0.018;0.002;9.60;
0;5;30;0.017;0.003;7.19;
4;4;42;0.017;0.002;8.51;
1;5;30;0.018;0.003;7.34;
5;4;42;0.017;0.002;8.57;
2;5;30;0.017;0.003;7.12;
3;5;30;0.017;0.003;7.14;
0;6;18;0.017;0.006;4.92;
6;4;42;0.019;0.002;8.91;
1;6;18;0.016;0.006;4.65;
7;4;42;0.017;0.002;8.41;
8;4;42;0.017;0.002;8.59;
0;7;11;0.017;0.009;2.80;
2;6;18;0.018;0.006;5.21;
1;7;11;0.017;0.009;2.64;
4;5;30;0.017;0.003;7.15;
3;6;18;0.017;0.006;4.90;
5;5;30;0.018;0.003;7.31;
0;8;10;0.016;0.010;2.08;
1;8;10;0.016;0.010;2.16;
2;7;11;0.016;0.009;2.59;
9;4;42;0.017;0.002;8.58;
3;7;11;0.015;0.009;2.25;
6;5;30;0.017;0.003;7.09;
4;6;18;0.017;0.006;4.93;
2;8;10;0.018;0.010;2.50;
3;8;10;0.017;0.010;2.23;
8;5;30;0.016;0.003;6.94;
7;5;30;0.019;0.003;7.45;
5;6;18;0.017;0.006;4.74;
0;9;18;0.017;0.006;4.87;
1;9;18;0.017;0.006;4.87;
4;7;11;0.016;0.009;2.55;
5;7;11;0.014;0.009;1.85;
6;6;18;0.016;0.006;4.48;
2;9;18;0.015;0.006;4.18;
3;9;18;0.014;0.006;4.10;
9;5;30;0.015;0.003;6.59;
4;8;10;0.014;0.010;1.47;
8;6;18;0.015;0.006;4.38;
7;6;18;0.016;0.006;4.54;
5;8;10;0.013;0.010;1.01;
6;7;11;0.013;0.009;1.44;
8;7;11;0.011;0.009;0.81;
7;7;11;0.011;0.009;0.74;
9;6;18;0.011;0.006;3.00;
6;8;10;0.011;0.010;0.44;
4;9;18;0.011;0.006;3.07;
5;9;18;0.011;0.006;2.77;
8;8;10;0.010;0.010;0.07;
7;8;10;0.010;0.010;-0.01;
9;7;11;0.009;0.009;0.10;
6;9;18;0.009;0.006;2.10;
9;8;10;0.009;0.010;-0.32;
8;9;18;0.009;0.006;2.08;
7;9;18;0.009;0.006;2.05;
9;9;18;0.012;0.006;3.34;
