 


 Number of tacts (im units) = 1
 Number of massive (im units) = 100
 Trajectory File: sinus.txt
 Coef Load Impact: 10
 Command Line: ping -c1 192.168.222.3 > /dev/null 2>&1
cycle , cPeriod , count , procDur , procTime , spb
0,0,0,2.5150615E7,5000000.0,-7.0157860485079
0,0,1,2444937.0,5000000.0,3.107023314305163
0,0,2,7265311.0,5000000.0,-1.622842051711133
0,0,3,1389890.0,5000000.0,5.559895740699695
0,0,4,1356883.0,5000000.0,5.66427602988016
0,0,5,2031832.0,5000000.0,3.9108220844522474
0,0,6,1359355.0,5000000.0,5.6563711536825565
0,0,7,1344332.0,5000000.0,5.704634677891459
0,0,8,1484531.0,5000000.0,5.27380733364973
0,0,9,1317218.0,5000000.0,5.793123475502774
0,0,10,1312646.0,5000000.0,5.80822384853847
0,0,11,2931488.0,5000000.0,2.3188188358919195
0,0,12,1350466.0,5000000.0,5.684863496876038
0,0,13,1448080.0,5000000.0,5.381774489674179
0,0,14,1710032.0,5000000.0,4.659657668717082
0,0,15,1589189.0,5000000.0,4.977944540286024
0,0,16,1413466.0,5000000.0,5.486846380545035
0,0,17,1330349.0,5000000.0,5.750044168340582
0,0,18,1457372.0,5000000.0,5.353995830214782
0,0,19,1364589.0,5000000.0,5.639681382411389
0,1,0,1487896.0,4347826.0,4.656995790628638
0,1,1,1449469.0,4347826.0,4.77063223824133
0,1,2,1479884.0,4347826.0,4.6804448053283245
0,1,3,1710294.0,4347826.0,4.052013831483893
0,1,4,1529421.0,4347826.0,4.537451062413658
0,1,5,1643068.0,4347826.0,4.226166177813249
0,1,6,1566829.0,4347826.0,4.432505541111283
0,1,7,1417677.0,4347826.0,4.866948617531622
0,1,8,1359230.0,4347826.0,5.049792038773512
0,1,9,3723699.0,4347826.0,0.6729758715539216
0,1,10,1575543.0,4347826.0,4.408418947824472
0,1,11,1646276.0,4347826.0,4.2176950836396605
0,1,12,2062085.0,4347826.0,3.2396559218116083
0,1,13,2092631.0,4347826.0,3.1757950067598117
0,1,14,1626183.0,4347826.0,4.271027386275382
0,1,15,1427006.0,4347826.0,4.838463561402354
0,1,16,1337751.0,4347826.0,5.11896871004873
0,1,17,1338206.0,4347826.0,5.1174918253964705
0,1,18,1332010.0,4347826.0,5.1376467000539074
0,1,19,1407274.0,4347826.0,4.89893491335259
0,1,20,1334303.0,4347826.0,5.1301769281816245
0,1,21,1504855.0,4347826.0,4.607774997079439
0,1,22,1554053.0,4347826.0,4.468063292389347
0,2,0,1432911.0,4000000.0,4.45840774698402
0,2,1,1914094.0,4000000.0,3.2009672942377856
0,2,2,1353898.0,4000000.0,4.704740446345056
0,2,3,1332676.0,4000000.0,4.7733541469401315
0,2,4,1316303.0,4000000.0,4.8270412022529054
0,2,5,1377031.0,4000000.0,4.631162740358931
0,2,6,1352538.0,4000000.0,4.709105157316261
0,2,7,1394563.0,4000000.0,4.576218528375194
0,2,8,1401652.0,4000000.0,4.554197902792539
0,2,9,1477955.0,4000000.0,4.323987802388469
0,2,10,1435609.0,4000000.0,4.450238190155445
0,2,11,1339623.0,4000000.0,4.750773959900416
0,2,12,1849386.0,4000000.0,3.350324256667318
0,2,13,1357507.0,4000000.0,4.693179136169598
