0.1,30,4.9883954
0.2,42,2.25054235714286
0.3,49,2.3491337755102
0.4,50,2.63549774
0.5,42,3.40279357142857
0.6,30,3.45357706666667
0.7,18,4.06988261111111
0.8,11,4.06081754545455
0.9,10,4.944107
1,18,4.43171777777778
1.1,30,2.5550677
1.2,42,2.23473392857143
1.3,49,2.39703334693878
1.4,50,2.59280852
1.5,42,3.40505264285714
1.6,30,3.36475846666667
1.7,18,3.64952811111111
1.8,11,4.04473554545455
1.9,10,4.0430223
2,18,4.83189527777778
2.1,30,2.22053253333333
2.2,42,2.4302435
2.3,49,2.43997287755102
2.4,50,3.22334314
2.5,42,3.4596975
2.6,30,4.07331363333333
2.7,18,4.44348722222222
2.8,11,4.07969454545455
2.9,10,3.6807564
3,18,4.21698322222222
3.1,30,2.42885756666667
3.2,42,2.55396466666667
3.3,49,3.01988532653061
3.4,50,3.40191762
3.5,42,3.99915566666667
3.6,30,4.1899676
3.7,18,4.33782422222222
3.8,11,3.20446045454545
3.9,10,3.0422232
4,18,3.17671916666667
4.1,30,2.57940273333333
4.2,42,3.07314785714286
4.3,49,3.40111671428571
4.4,50,4.09337692
4.5,42,4.34698678571429
4.6,30,3.2739452
4.7,18,2.94679183333333
4.8,11,2.91218236363636
4.9,10,2.7316782
5,18,2.77581472222222
5.1,30,3.2096198
5.2,42,3.29390523809524
5.3,49,3.93353710204082
5.4,50,4.12962818
5.5,42,3.28854704761905
5.6,30,2.89520406666667
5.7,18,2.75434927777778
5.8,11,2.48642009090909
5.9,10,2.6304524
6,18,2.46698466666667
6.1,30,3.28311586666667
6.2,42,3.77420002380952
6.3,49,4.40415675510204
6.4,50,3.40767958
6.5,42,3.00829864285714
6.6,30,2.63089646666667
6.7,18,2.5340335
6.8,11,2.31089145454545
6.9,10,2.4653981
7,18,2.22138438888889
7.1,30,3.4072802
7.2,42,4.09465311904762
7.3,49,3.9869203877551
7.4,50,3.04213602
7.5,42,2.68093619047619
7.6,30,2.47780133333333
7.7,18,2.35252355555556
7.8,11,2.16327063636364
7.9,10,2.1672505
8,18,2.25937266666667
8.1,30,3.9637115
8.2,42,4.21534890476191
8.3,49,3.50638848979592
8.4,50,2.83593152
8.5,42,2.48488395238095
8.6,30,2.2686493
8.7,18,2.31188716666667
8.8,11,2.59090527272727
8.9,10,2.7999632
9,18,2.04952972222222
9.1,30,4.2291386
9.2,42,3.97054166666667
9.3,49,3.00640644897959
9.4,50,2.6092635
9.5,42,2.30778947619048
9.6,30,2.28232176666667
9.7,18,2.83679327777778
9.8,11,1.86468054545455
9.9,10,3.0022795
10,18,4.25458077777778
