lev1;cycle;0;countPeriod;0;amplitude;30;srt;8509615970
lev1;cycle;0;countPeriod;1;amplitude;42;srt;10622298180
lev1;cycle;0;countPeriod;2;amplitude;49;srt;12208789376
lev1;cycle;0;countPeriod;3;amplitude;50;srt;13170084941
lev1;cycle;0;countPeriod;4;amplitude;42;srt;10738357385
lev1;cycle;0;countPeriod;5;amplitude;30;srt;7526611388
lev1;cycle;0;countPeriod;6;amplitude;18;srt;5275194185
lev1;cycle;0;countPeriod;7;amplitude;11;srt;4471061146
lev1;cycle;0;countPeriod;8;amplitude;10;srt;2612739658
lev1;cycle;0;countPeriod;9;amplitude;18;srt;4586258791
lev1;cycle;1;countPeriod;0;amplitude;30;srt;8539268745
lev1;cycle;1;countPeriod;1;amplitude;42;srt;10735205640
lev1;cycle;1;countPeriod;2;amplitude;49;srt;12164540119
lev1;cycle;1;countPeriod;3;amplitude;50;srt;13125909885
lev1;cycle;1;countPeriod;4;amplitude;42;srt;10738496593
lev1;cycle;1;countPeriod;5;amplitude;30;srt;7518103514
lev1;cycle;1;countPeriod;6;amplitude;18;srt;6182402093
lev1;cycle;1;countPeriod;7;amplitude;11;srt;4316928940
lev1;cycle;1;countPeriod;8;amplitude;10;srt;2623738909
lev1;cycle;1;countPeriod;9;amplitude;18;srt;4455946727
lev1;cycle;2;countPeriod;0;amplitude;30;srt;8497844006
lev1;cycle;2;countPeriod;1;amplitude;42;srt;10722366018
lev1;cycle;2;countPeriod;2;amplitude;49;srt;12313373919
lev1;cycle;2;countPeriod;3;amplitude;50;srt;12996814066
lev1;cycle;2;countPeriod;4;amplitude;42;srt;10717709361
lev1;cycle;2;countPeriod;5;amplitude;30;srt;7546123681
lev1;cycle;2;countPeriod;6;amplitude;18;srt;6343076080
lev1;cycle;2;countPeriod;7;amplitude;11;srt;4223928869
lev1;cycle;2;countPeriod;8;amplitude;10;srt;2632922821
lev1;cycle;2;countPeriod;9;amplitude;18;srt;4405691492
lev1;cycle;3;countPeriod;0;amplitude;30;srt;8490754744
lev1;cycle;3;countPeriod;1;amplitude;42;srt;10681278094
lev1;cycle;3;countPeriod;2;amplitude;49;srt;12403700834
lev1;cycle;3;countPeriod;3;amplitude;50;srt;12929784881
lev1;cycle;3;countPeriod;4;amplitude;42;srt;10698568321
lev1;cycle;3;countPeriod;5;amplitude;30;srt;7546404559
lev1;cycle;3;countPeriod;6;amplitude;18;srt;4757923223
lev1;cycle;3;countPeriod;7;amplitude;11;srt;4511445459
lev1;cycle;3;countPeriod;8;amplitude;10;srt;2671595208
lev1;cycle;3;countPeriod;9;amplitude;18;srt;4611154331
lev1;cycle;4;countPeriod;0;amplitude;30;srt;8589731557
lev1;cycle;4;countPeriod;1;amplitude;42;srt;10677854216
lev1;cycle;4;countPeriod;2;amplitude;49;srt;12329942672
lev1;cycle;4;countPeriod;3;amplitude;50;srt;12905796332
lev1;cycle;4;countPeriod;4;amplitude;42;srt;10696222054
lev1;cycle;4;countPeriod;5;amplitude;30;srt;7546404273
lev1;cycle;4;countPeriod;6;amplitude;18;srt;4998863729
lev1;cycle;4;countPeriod;7;amplitude;11;srt;4491322218
lev1;cycle;4;countPeriod;8;amplitude;10;srt;2616952263
lev1;cycle;4;countPeriod;9;amplitude;18;srt;4644676921
lev1;cycle;5;countPeriod;0;amplitude;30;srt;8503831565
lev1;cycle;5;countPeriod;1;amplitude;42;srt;10663113841
lev1;cycle;5;countPeriod;2;amplitude;49;srt;12337435281
lev1;cycle;5;countPeriod;3;amplitude;50;srt;12902934794
lev1;cycle;5;countPeriod;4;amplitude;42;srt;10720281486
lev1;cycle;5;countPeriod;5;amplitude;30;srt;7586753380
lev1;cycle;5;countPeriod;6;amplitude;18;srt;6706903183
lev1;cycle;5;countPeriod;7;amplitude;11;srt;3929056623
lev1;cycle;5;countPeriod;8;amplitude;10;srt;2551423403
lev1;cycle;5;countPeriod;9;amplitude;18;srt;4334694318
lev1;cycle;6;countPeriod;0;amplitude;30;srt;8482778869
lev1;cycle;6;countPeriod;1;amplitude;42;srt;10640471616
lev1;cycle;6;countPeriod;2;amplitude;49;srt;12348545714
lev1;cycle;6;countPeriod;3;amplitude;50;srt;12898126587
lev1;cycle;6;countPeriod;4;amplitude;42;srt;10678082716
lev1;cycle;6;countPeriod;5;amplitude;30;srt;7619032495
lev1;cycle;6;countPeriod;6;amplitude;18;srt;6648234560
lev1;cycle;6;countPeriod;7;amplitude;11;srt;3935975665
lev1;cycle;6;countPeriod;8;amplitude;10;srt;2623246908
lev1;cycle;6;countPeriod;9;amplitude;18;srt;4288655263
lev1;cycle;7;countPeriod;0;amplitude;30;srt;8394369114
lev1;cycle;7;countPeriod;1;amplitude;42;srt;10617804025
lev1;cycle;7;countPeriod;2;amplitude;49;srt;12359090192
lev1;cycle;7;countPeriod;3;amplitude;50;srt;12921551925
lev1;cycle;7;countPeriod;4;amplitude;42;srt;10704843608
lev1;cycle;7;countPeriod;5;amplitude;30;srt;7758038329
lev1;cycle;7;countPeriod;6;amplitude;18;srt;3356793367
lev1;cycle;7;countPeriod;7;amplitude;11;srt;3935681389
lev1;cycle;7;countPeriod;8;amplitude;10;srt;3388697789
lev1;cycle;7;countPeriod;9;amplitude;18;srt;4678915306
lev1;cycle;8;countPeriod;0;amplitude;30;srt;8354034168
lev1;cycle;8;countPeriod;1;amplitude;42;srt;10609323267
lev1;cycle;8;countPeriod;2;amplitude;49;srt;12365453162
lev1;cycle;8;countPeriod;3;amplitude;50;srt;12896749809
lev1;cycle;8;countPeriod;4;amplitude;42;srt;10773235737
lev1;cycle;8;countPeriod;5;amplitude;30;srt;7922039473
lev1;cycle;8;countPeriod;6;amplitude;18;srt;4789716657
lev1;cycle;8;countPeriod;7;amplitude;11;srt;4378950383
lev1;cycle;8;countPeriod;8;amplitude;10;srt;2684705642
