0;0;60;0.010;0.002;7.82;
1;0;60;0.011;0.002;8.29;
2;0;60;0.011;0.002;8.23;
3;0;60;0.014;0.002;9.11;
4;0;60;0.014;0.002;9.29;
5;0;60;0.016;0.002;9.76;
6;0;60;0.016;0.002;9.88;
7;0;60;0.016;0.002;9.95;
8;0;60;0.017;0.002;10.20;
9;0;60;0.018;0.002;10.40;
0;1;89;0.017;0.001;11.75;
2;1;89;0.016;0.001;11.54;
1;1;89;0.018;0.001;11.98;
3;1;89;0.017;0.001;11.84;
4;1;89;0.017;0.001;11.88;
5;1;89;0.017;0.001;11.72;
6;1;89;0.017;0.001;11.92;
7;1;89;0.017;0.001;11.71;
8;1;89;0.017;0.001;11.87;
9;1;89;0.017;0.001;11.89;
0;2;107;0.017;0.001;12.61;
2;2;107;0.017;0.001;12.59;
1;2;107;0.017;0.001;12.55;
3;2;107;0.018;0.001;12.75;
4;2;107;0.017;0.001;12.63;
5;2;107;0.017;0.001;12.60;
6;2;107;0.017;0.001;12.64;
7;2;107;0.017;0.001;12.58;
8;2;107;0.017;0.001;12.68;
9;2;107;0.017;0.001;12.62;
0;3;108;0.017;0.001;12.75;
2;3;108;0.017;0.001;12.70;
1;3;108;0.018;0.001;12.81;
4;3;108;0.018;0.001;12.77;
3;3;108;0.019;0.001;13.02;
5;3;108;0.017;0.001;12.62;
6;3;108;0.017;0.001;12.67;
7;3;108;0.018;0.001;12.79;
8;3;108;0.017;0.001;12.74;
9;3;108;0.017;0.001;12.58;
0;4;89;0.017;0.001;11.80;
2;4;89;0.017;0.001;11.69;
1;4;89;0.017;0.001;11.90;
5;4;89;0.016;0.001;11.57;
4;4;89;0.017;0.001;11.76;
3;4;89;0.017;0.001;11.82;
6;4;89;0.017;0.001;11.69;
7;4;89;0.017;0.001;11.81;
0;5;60;0.017;0.002;10.11;
2;5;60;0.017;0.002;10.18;
8;4;89;0.017;0.001;11.73;
1;5;60;0.017;0.002;10.06;
9;4;89;0.017;0.001;11.79;
0;6;31;0.017;0.003;7.29;
2;6;31;0.017;0.003;7.20;
5;5;60;0.018;0.002;10.22;
4;5;60;0.018;0.002;10.22;
3;5;60;0.017;0.002;10.21;
1;6;31;0.017;0.003;7.10;
0;7;13;0.018;0.008;3.60;
2;7;13;0.017;0.008;3.43;
6;5;60;0.017;0.002;9.98;
1;7;13;0.016;0.008;3.27;
0;8;12;0.019;0.008;3.63;
2;8;12;0.016;0.008;2.93;
7;5;60;0.018;0.002;10.25;
1;8;12;0.016;0.008;2.90;
4;6;31;0.017;0.003;7.22;
5;6;31;0.017;0.003;7.29;
3;6;31;0.017;0.003;7.28;
8;5;60;0.017;0.002;10.18;
9;5;60;0.017;0.002;10.16;
4;7;13;0.020;0.008;4.23;
3;7;13;0.019;0.008;3.82;
5;7;13;0.022;0.008;4.62;
6;6;31;0.020;0.003;7.86;
2;9;30;0.018;0.003;7.38;
0;9;30;0.019;0.003;7.63;
7;6;31;0.018;0.003;7.54;
1;9;30;0.018;0.003;7.25;
3;8;12;0.017;0.008;3.05;
4;8;12;0.018;0.008;3.42;
5;8;12;0.017;0.008;3.22;
6;7;13;0.017;0.008;3.47;
8;6;31;0.016;0.003;7.02;
7;7;13;0.014;0.008;2.45;
9;6;31;0.016;0.003;7.02;
6;8;12;0.013;0.008;1.88;
8;7;13;0.012;0.008;2.07;
7;8;12;0.013;0.008;1.89;
9;7;13;0.012;0.008;2.03;
3;9;30;0.012;0.003;5.56;
4;9;30;0.013;0.003;5.81;
8;8;12;0.012;0.008;1.46;
5;9;30;0.013;0.003;5.77;
9;8;12;0.010;0.008;0.88;
6;9;30;0.011;0.003;5.04;
7;9;30;0.010;0.003;4.77;
8;9;30;0.009;0.003;4.41;
9;9;30;0.010;0.003;4.75;
