0,0,10,0.059,0.01,7.69
0,1,10,0.015,0.01,1.74
0,2,10,0.021,0.01,3.17
0,3,10,0.022,0.01,3.43
0,4,10,0.023,0.01,3.53
0,5,10,0.028,0.01,4.42
0,6,10,0.038,0.01,5.78
0,7,10,0.038,0.01,5.8
0,8,10,0.045,0.01,6.56
0,9,10,0.05,0.01,7.02
1,0,10,0.048,0.01,6.84
1,1,10,0.017,0.01,2.31
1,2,10,0.019,0.01,2.88
1,3,10,0.021,0.01,3.19
1,4,10,0.029,0.01,4.6
1,5,10,0.029,0.01,4.55
1,6,10,0.03,0.01,4.8
1,7,10,0.036,0.01,5.51
1,8,10,0.045,0.01,6.57
1,9,10,0.056,0.01,7.48
2,0,10,0.039,0.01,5.88
2,1,10,0.015,0.01,1.79
2,2,10,0.019,0.01,2.74
2,3,10,0.019,0.01,2.89
2,4,10,0.024,0.01,3.86
2,5,10,0.026,0.01,4.2
2,6,10,0.031,0.01,4.98
2,7,10,0.045,0.01,6.53
2,8,10,0.042,0.01,6.21
2,9,10,0.056,0.01,7.46
3,0,10,0.028,0.01,4.54
3,1,10,0.018,0.01,2.62
3,2,10,0.019,0.01,2.87
3,3,10,0.02,0.01,2.91
3,4,10,0.025,0.01,3.98
3,5,10,0.031,0.01,4.85
3,6,10,0.032,0.01,5.11
3,7,10,0.038,0.01,5.76
3,8,10,0.054,0.01,7.32
3,9,10,0.06,0.01,7.8
4,0,10,0.019,0.01,2.7
4,1,10,0.018,0.01,2.46
4,2,10,0.018,0.01,2.6
4,3,10,0.022,0.01,3.41
4,4,10,0.022,0.01,3.51
4,5,10,0.024,0.01,3.86
4,6,10,0.039,0.01,5.94
4,7,10,0.04,0.01,6.04
4,8,10,0.044,0.01,6.46
4,9,10,0.052,0.01,7.12
5,0,10,0.01,0.01,0.07
5,1,10,0.015,0.01,1.74
5,2,10,0.019,0.01,2.84
5,3,10,0.02,0.01,2.94
5,4,10,0.024,0.01,3.76
5,5,10,0.027,0.01,4.27
5,6,10,0.029,0.01,4.57
5,7,10,0.038,0.01,5.77
5,8,10,0.036,0.01,5.6
5,9,10,0.059,0.01,7.74
6,0,10,0.013,0.01,1.17
6,1,10,0.019,0.01,2.72
6,2,10,0.021,0.01,3.19
6,3,10,0.024,0.01,3.78
6,4,10,0.025,0.01,3.92
6,5,10,0.03,0.01,4.71
6,6,10,0.029,0.01,4.69
6,7,10,0.045,0.01,6.51
6,8,10,0.048,0.01,6.8
6,9,10,0.054,0.01,7.35
7,0,10,0.016,0.01,1.92
7,1,10,0.018,0.01,2.63
7,2,10,0.019,0.01,2.78
7,3,10,0.025,0.01,4.06
7,4,10,0.026,0.01,4.11
7,5,10,0.03,0.01,4.74
7,6,10,0.04,0.01,6
7,7,10,0.039,0.01,5.96
7,8,10,0.058,0.01,7.65
7,9,10,0.057,0.01,7.59
8,0,10,0.019,0.01,2.8
8,1,10,0.023,0.01,3.6
8,2,10,0.025,0.01,3.91
8,3,10,0.024,0.01,3.84
8,4,10,0.029,0.01,4.66
8,5,10,0.037,0.01,5.65
8,6,10,0.045,0.01,6.52
8,7,10,0.054,0.01,7.29
8,8,10,0.052,0.01,7.12
8,9,10,0.054,0.01,7.36
9,0,10,0.019,0.01,2.8
9,1,10,0.028,0.01,4.39
9,2,10,0.022,0.01,3.46
9,3,10,0.03,0.01,4.84
9,4,10,0.03,0.01,4.79
9,5,10,0.04,0.01,5.97
9,6,10,0.054,0.01,7.28
9,7,10,0.055,0.01,7.4
9,8,10,0.052,0.01,7.16
9,9,10,0.058,0.01,7.63
10,0,10,0.021,0.01,3.3
10,1,10,0.022,0.01,3.33
10,2,10,0.029,0.01,4.57
10,3,10,0.031,0.01,4.96
10,4,10,0.04,0.01,6.03
10,5,10,0.042,0.01,6.27
10,6,10,0.046,0.01,6.67
10,7,10,0.06,0.01,7.75
10,8,10,0.069,0.01,8.36
10,9,10,0.064,0.01,8.09
11,0,10,0.022,0.01,3.49
11,1,10,0.026,0.01,4.08
11,2,10,0.031,0.01,4.91
11,3,10,0.042,0.01,6.23
11,4,10,0.038,0.01,5.83
11,5,10,0.046,0.01,6.63
11,6,10,0.058,0.01,7.64
11,7,10,0.059,0.01,7.68
11,8,10,0.072,0.01,8.58
11,9,10,0.07,0.01,8.42
12,0,10,0.025,0.01,3.95
12,1,10,0.032,0.01,5.01
12,2,10,0.031,0.01,4.9
12,3,10,0.038,0.01,5.79
12,4,10,0.046,0.01,6.65
12,5,10,0.051,0.01,7.06
12,6,10,0.057,0.01,7.56
12,7,10,0.069,0.01,8.37
12,8,10,0.065,0.01,8.14
12,9,10,0.062,0.01,7.9
13,0,10,0.029,0.01,4.56
13,1,10,0.027,0.01,4.25
13,2,10,0.039,0.01,5.9
13,3,10,0.047,0.01,6.71
13,4,10,0.052,0.01,7.12
13,5,10,0.053,0.01,7.22
13,6,10,0.053,0.01,7.23
13,7,10,0.06,0.01,7.8
13,8,10,0.078,0.01,8.9
13,9,10,0.066,0.01,8.17
14,0,10,0.026,0.01,4.12
14,1,10,0.029,0.01,4.66
14,2,10,0.035,0.01,5.4
14,3,10,0.046,0.01,6.62
14,4,10,0.049,0.01,6.9
14,5,10,0.061,0.01,7.83
14,6,10,0.059,0.01,7.69
14,7,10,0.069,0.01,8.38
14,8,10,0.073,0.01,8.64
14,9,10,0.078,0.01,8.94
15,0,10,0.035,0.01,5.39
15,1,10,0.037,0.01,5.68
15,2,10,0.042,0.01,6.26
15,3,10,0.054,0.01,7.32
15,4,10,0.049,0.01,6.89
15,5,10,0.045,0.01,6.52
15,6,10,0.065,0.01,8.16
15,7,10,0.059,0.01,7.71
15,8,10,0.063,0.01,7.98
15,9,10,0.064,0.01,8.03
16,0,10,0.033,0.01,5.16
16,1,10,0.035,0.01,5.39
16,2,10,0.05,0.01,6.95
16,3,10,0.053,0.01,7.23
16,4,10,0.049,0.01,6.88
16,5,10,0.063,0.01,8
16,6,10,0.069,0.01,8.39
16,7,10,0.074,0.01,8.69
16,8,10,0.062,0.01,7.9
16,9,10,0.05,0.01,6.97
17,0,10,0.03,0.01,4.83
17,1,10,0.041,0.01,6.09
17,2,10,0.042,0.01,6.24
17,3,10,0.062,0.01,7.96
17,4,10,0.046,0.01,6.58
17,5,10,0.057,0.01,7.59
17,6,10,0.064,0.01,8.09
17,7,10,0.069,0.01,8.39
17,8,10,0.064,0.01,8.07
17,9,10,0.064,0.01,8.08
18,0,10,0.037,0.01,5.66
18,1,10,0.046,0.01,6.67
18,2,10,0.053,0.01,7.25
18,3,10,0.055,0.01,7.41
18,4,10,0.053,0.01,7.24
18,5,10,0.059,0.01,7.68
18,6,10,0.066,0.01,8.2
18,7,10,0.062,0.01,7.89
18,8,10,0.059,0.01,7.69
18,9,10,0.063,0.01,8.01
19,0,10,0.039,0.01,5.95
19,1,10,0.046,0.01,6.59
19,2,10,0.049,0.01,6.89
19,3,10,0.051,0.01,7.08
19,4,10,0.056,0.01,7.46
19,5,10,0.057,0.01,7.58
19,6,10,0.064,0.01,8.08
19,7,10,0.072,0.01,8.56
19,8,10,0.075,0.01,8.75
19,9,10,0.048,0.01,6.8
20,0,10,0.038,0.01,5.74
20,1,10,0.048,0.01,6.8
20,2,10,0.053,0.01,7.24
20,3,10,0.055,0.01,7.4
20,4,10,0.056,0.01,7.52
20,5,10,0.079,0.01,8.97
20,6,10,0.073,0.01,8.62
20,7,10,0.056,0.01,7.51
20,8,10,0.064,0.01,8.07
20,9,10,0.054,0.01,7.3
21,0,10,0.044,0.01,6.43
21,1,10,0.051,0.01,7.06
21,2,10,0.053,0.01,7.23
21,3,10,0.06,0.01,7.79
21,4,10,0.063,0.01,7.98
21,5,10,0.065,0.01,8.1
21,6,10,0.075,0.01,8.73
21,7,10,0.061,0.01,7.83
21,8,10,0.063,0.01,8.01
21,9,10,0.053,0.01,7.21
22,0,10,0.045,0.01,6.54
22,1,10,0.063,0.01,7.99
22,2,10,0.06,0.01,7.75
22,3,10,0.058,0.01,7.67
