22,4,10,0.066,0.01,8.2
22,5,10,0.076,0.01,8.81
22,6,10,0.081,0.01,9.07
22,7,10,0.058,0.01,7.66
22,8,10,0.05,0.01,7.01
22,9,10,0.047,0.01,6.72
23,0,10,0.047,0.01,6.68
23,1,10,0.054,0.01,7.29
23,2,10,0.056,0.01,7.52
23,3,10,0.066,0.01,8.21
23,4,10,0.071,0.01,8.52
23,5,10,0.071,0.01,8.54
23,6,10,0.069,0.01,8.38
23,7,10,0.066,0.01,8.2
23,8,10,0.055,0.01,7.37
23,9,10,0.047,0.01,6.71
24,0,10,0.048,0.01,6.83
24,1,10,0.052,0.01,7.14
24,2,10,0.046,0.01,6.59
24,3,10,0.062,0.01,7.89
24,4,10,0.075,0.01,8.75
24,5,10,0.078,0.01,8.9
24,6,10,0.063,0.01,8.02
24,7,10,0.063,0.01,7.97
24,8,10,0.053,0.01,7.22
24,9,10,0.053,0.01,7.22
25,0,10,0.041,0.01,6.14
25,1,10,0.048,0.01,6.81
25,2,10,0.049,0.01,6.87
25,3,10,0.052,0.01,7.14
25,4,10,0.073,0.01,8.64
25,5,10,0.071,0.01,8.49
25,6,10,0.072,0.01,8.57
25,7,10,0.065,0.01,8.16
25,8,10,0.055,0.01,7.41
25,9,10,0.046,0.01,6.58
26,0,10,0.055,0.01,7.39
26,1,10,0.051,0.01,7.05
26,2,10,0.054,0.01,7.32
26,3,10,0.068,0.01,8.33
26,4,10,0.073,0.01,8.65
26,5,10,0.075,0.01,8.73
26,6,10,0.061,0.01,7.89
26,7,10,0.056,0.01,7.5
26,8,10,0.053,0.01,7.22
26,9,10,0.046,0.01,6.63
27,0,10,0.053,0.01,7.27
27,1,10,0.045,0.01,6.57
27,2,10,0.052,0.01,7.17
27,3,10,0.067,0.01,8.25
27,4,10,0.066,0.01,8.17
27,5,10,0.072,0.01,8.6
27,6,10,0.074,0.01,8.72
27,7,10,0.063,0.01,7.98
27,8,10,0.049,0.01,6.87
27,9,10,0.045,0.01,6.56
28,0,10,0.05,0.01,6.96
28,1,10,0.049,0.01,6.86
28,2,10,0.054,0.01,7.29
28,3,10,0.064,0.01,8.07
28,4,10,0.072,0.01,8.57
28,5,10,0.064,0.01,8.06
28,6,10,0.062,0.01,7.94
28,7,10,0.051,0.01,7.08
28,8,10,0.057,0.01,7.59
28,9,10,0.044,0.01,6.43
29,0,10,0.049,0.01,6.92
29,1,10,0.048,0.01,6.81
29,2,10,0.055,0.01,7.4
29,3,10,0.075,0.01,8.73
29,4,10,0.068,0.01,8.33
29,5,10,0.068,0.01,8.34
29,6,10,0.059,0.01,7.71
29,7,10,0.051,0.01,7.07
29,8,10,0.048,0.01,6.77
29,9,10,0.042,0.01,6.22
30,0,10,0.055,0.01,7.41
30,1,10,0.055,0.01,7.41
30,2,10,0.064,0.01,8.03
30,3,10,0.062,0.01,7.9
30,4,10,0.066,0.01,8.2
30,5,10,0.065,0.01,8.16
30,6,10,0.061,0.01,7.85
30,7,10,0.049,0.01,6.94
30,8,10,0.048,0.01,6.78
30,9,10,0.039,0.01,5.93
31,0,10,0.058,0.01,7.65
31,1,10,0.059,0.01,7.68
31,2,10,0.061,0.01,7.86
31,3,10,0.079,0.01,8.95
31,4,10,0.061,0.01,7.86
31,5,10,0.063,0.01,8.02
31,6,10,0.054,0.01,7.3
31,7,10,0.057,0.01,7.56
31,8,10,0.043,0.01,6.33
31,9,10,0.039,0.01,5.87
32,0,10,0.049,0.01,6.92
32,1,10,0.058,0.01,7.61
32,2,10,0.079,0.01,8.97
32,3,10,0.076,0.01,8.78
32,4,10,0.061,0.01,7.85
32,5,10,0.06,0.01,7.75
32,6,10,0.055,0.01,7.43
32,7,10,0.054,0.01,7.35
32,8,10,0.043,0.01,6.38
32,9,10,0.031,0.01,4.92
33,0,10,0.054,0.01,7.32
33,1,10,0.056,0.01,7.46
33,2,10,0.068,0.01,8.34
33,3,10,0.072,0.01,8.6
33,4,10,0.074,0.01,8.68
33,5,10,0.057,0.01,7.58
33,6,10,0.055,0.01,7.39
33,7,10,0.052,0.01,7.14
33,8,10,0.041,0.01,6.15
33,9,10,0.034,0.01,5.36
34,0,10,0.058,0.01,7.65
34,1,10,0.06,0.01,7.81
34,2,10,0.063,0.01,8.01
34,3,10,0.066,0.01,8.19
34,4,10,0.069,0.01,8.38
34,5,10,0.057,0.01,7.59
34,6,10,0.055,0.01,7.44
34,7,10,0.043,0.01,6.34
34,8,10,0.048,0.01,6.8
34,9,10,0.029,0.01,4.62
35,0,10,0.065,0.01,8.12
35,1,10,0.06,0.01,7.76
35,2,10,0.081,0.01,9.11
35,3,10,0.079,0.01,8.96
35,4,10,0.05,0.01,6.99
35,5,10,0.056,0.01,7.52
35,6,10,0.058,0.01,7.6
35,7,10,0.045,0.01,6.49
35,8,10,0.034,0.01,5.36
35,9,10,0.027,0.01,4.37
36,0,10,0.062,0.01,7.95
36,1,10,0.063,0.01,8
36,2,10,0.081,0.01,9.1
36,3,10,0.069,0.01,8.38
36,4,10,0.058,0.01,7.65
36,5,10,0.055,0.01,7.41
36,6,10,0.045,0.01,6.51
36,7,10,0.044,0.01,6.42
36,8,10,0.042,0.01,6.28
36,9,10,0.025,0.01,4
37,0,10,0.055,0.01,7.42
37,1,10,0.066,0.01,8.17
37,2,10,0.071,0.01,8.54
37,3,10,0.059,0.01,7.73
37,4,10,0.067,0.01,8.27
37,5,10,0.059,0.01,7.67
37,6,10,0.049,0.01,6.91
37,7,10,0.047,0.01,6.72
37,8,10,0.037,0.01,5.73
37,9,10,0.025,0.01,4.04
38,0,10,0.055,0.01,7.37
38,1,10,0.068,0.01,8.29
38,2,10,0.068,0.01,8.31
38,3,10,0.057,0.01,7.55
38,4,10,0.07,0.01,8.46
38,5,10,0.057,0.01,7.57
38,6,10,0.051,0.01,7.11
38,7,10,0.043,0.01,6.31
38,8,10,0.03,0.01,4.84
38,9,10,0.028,0.01,4.53
39,0,10,0.065,0.01,8.1
39,1,10,0.061,0.01,7.88
39,2,10,0.08,0.01,9.05
39,3,10,0.054,0.01,7.34
39,4,10,0.056,0.01,7.46
39,5,10,0.05,0.01,6.96
39,6,10,0.055,0.01,7.36
39,7,10,0.037,0.01,5.73
39,8,10,0.031,0.01,4.98
39,9,10,0.025,0.01,3.94
40,0,10,0.063,0.01,8.01
40,1,10,0.065,0.01,8.13
40,2,10,0.069,0.01,8.37
40,3,10,0.08,0.01,9.03
40,4,10,0.059,0.01,7.7
40,5,10,0.051,0.01,7.08
40,6,10,0.047,0.01,6.76
40,7,10,0.032,0.01,5.01
40,8,10,0.03,0.01,4.72
40,9,10,0.017,0.01,2.35
41,0,10,0.059,0.01,7.67
41,1,10,0.063,0.01,7.97
41,2,10,0.072,0.01,8.56
41,3,10,0.065,0.01,8.15
41,4,10,0.056,0.01,7.45
41,5,10,0.047,0.01,6.68
41,6,10,0.051,0.01,7.07
41,7,10,0.034,0.01,5.28
41,8,10,0.028,0.01,4.49
41,9,10,0.023,0.01,3.63
42,0,10,0.063,0.01,7.99
42,1,10,0.075,0.01,8.72
42,2,10,0.066,0.01,8.18
42,3,10,0.062,0.01,7.95
42,4,10,0.067,0.01,8.23
42,5,10,0.044,0.01,6.48
42,6,10,0.039,0.01,5.96
42,7,10,0.03,0.01,4.71
42,8,10,0.028,0.01,4.47
42,9,10,0.018,0.01,2.48
43,0,10,0.073,0.01,8.63
43,1,10,0.074,0.01,8.71
43,2,10,0.065,0.01,8.15
43,3,10,0.059,0.01,7.71
43,4,10,0.055,0.01,7.37
43,5,10,0.045,0.01,6.49
43,6,10,0.04,0.01,5.99
43,7,10,0.031,0.01,4.93
43,8,10,0.027,0.01,4.34
43,9,10,0.016,0.01,1.93
44,0,10,0.07,0.01,8.43
44,1,10,0.067,0.01,8.25
44,2,10,0.069,0.01,8.36
44,3,10,0.061,0.01,7.82
44,4,10,0.06,0.01,7.76
44,5,10,0.045,0.01,6.56
44,6,10,0.036,0.01,5.56
44,7,10,0.032,0.01,5
44,8,10,0.024,0.01,3.73
44,9,10,0.013,0.01,0.98
45,0,10,0.076,0.01,8.83
45,1,10,0.075,0.01,8.73
45,2,10,0.062,0.01,7.91
45,3,10,0.064,0.01,8.08
45,4,10,0.052,0.01,7.12
45,5,10,0.043,0.01,6.38
45,6,10,0.032,0.01,5.02
45,7,10,0.028,0.01,4.5
45,8,10,0.021,0.01,3.14
45,9,10,0.011,0.01,0.3
46,0,10,0.07,0.01,8.43
46,1,10,0.061,0.01,7.83
46,2,10,0.064,0.01,8.08
46,3,10,0.058,0.01,7.62
46,4,10,0.052,0.01,7.17
46,5,10,0.051,0.01,7.04
46,6,10,0.036,0.01,5.56
46,7,10,0.027,0.01,4.38
46,8,10,0.019,0.01,2.75
46,9,10,0.013,0.01,1.08
47,0,10,0.071,0.01,8.53
47,1,10,0.065,0.01,8.14
47,2,10,0.065,0.01,8.11
47,3,10,0.062,0.01,7.9
47,4,10,0.045,0.01,6.54
47,5,10,0.045,0.01,6.52
47,6,10,0.034,0.01,5.33
47,7,10,0.028,0.01,4.46
47,8,10,0.018,0.01,2.59
47,9,10,0.01,0.01,-0.21
48,0,10,0.074,0.01,8.67
48,1,10,0.064,0.01,8.09
48,2,10,0.061,0.01,7.86
48,3,10,0.046,0.01,6.61
48,4,10,0.053,0.01,7.28
48,5,10,0.045,0.01,6.49
48,6,10,0.036,0.01,5.56
48,7,10,0.023,0.01,3.68
48,8,10,0.019,0.01,2.78
48,9,10,0.009,0.01,-0.23
49,0,10,0.074,0.01,8.69
49,1,10,0.065,0.01,8.1
49,2,10,0.054,0.01,7.34
49,3,10,0.054,0.01,7.3
49,4,10,0.048,0.01,6.79
49,5,10,0.046,0.01,6.61
49,6,10,0.028,0.01,4.48
49,7,10,0.028,0.01,4.45
49,8,10,0.015,0.01,1.9
49,9,10,0.009,0.01,-0.27
