0;0;130;0.014;0.001;12.58;
1;0;130;0.015;0.001;12.79;
2;0;130;0.015;0.001;12.86;
3;0;130;0.016;0.001;13.09;
4;0;130;0.016;0.001;13.29;
5;0;130;0.017;0.001;13.38;
6;0;130;0.017;0.001;13.42;
7;0;130;0.017;0.001;13.46;
9;0;130;0.017;0.001;13.52;
8;0;130;0.018;0.001;13.72;
0;1;200;0.017;0.001;15.37;
1;1;200;0.018;0.001;15.48;
2;1;200;0.017;0.001;15.34;
3;1;200;0.017;0.001;15.38;
4;1;200;0.018;0.001;15.53;
5;1;200;0.017;0.001;15.40;
6;1;200;0.017;0.001;15.35;
7;1;200;0.017;0.001;15.37;
9;1;200;0.017;0.001;15.41;
8;1;200;0.018;0.001;15.57;
0;2;244;0.017;0.000;16.22;
1;2;244;0.017;0.000;16.27;
2;2;244;0.018;0.000;16.31;
3;2;244;0.017;0.000;16.22;
4;2;244;0.017;0.000;16.19;
5;2;244;0.017;0.000;16.20;
6;2;244;0.017;0.000;16.23;
7;2;244;0.017;0.000;16.27;
9;2;244;0.017;0.000;16.29;
8;2;244;0.018;0.000;16.32;
0;3;244;0.017;0.000;16.16;
1;3;244;0.017;0.000;16.11;
2;3;244;0.017;0.000;16.27;
3;3;244;0.017;0.000;16.23;
4;3;244;0.017;0.000;16.23;
5;3;244;0.017;0.000;16.29;
6;3;244;0.017;0.000;16.21;
7;3;244;0.017;0.000;16.16;
8;3;244;0.017;0.000;16.09;
9;3;244;0.017;0.000;16.27;
0;4;200;0.017;0.001;15.24;
1;4;200;0.017;0.001;15.42;
2;4;200;0.017;0.001;15.31;
3;4;200;0.017;0.001;15.35;
4;4;200;0.017;0.001;15.29;
5;4;200;0.017;0.001;15.29;
6;4;200;0.018;0.001;15.47;
7;4;200;0.017;0.001;15.35;
8;4;200;0.017;0.001;15.24;
9;4;200;0.017;0.001;15.37;
0;5;130;0.017;0.001;13.35;
1;5;130;0.018;0.001;13.64;
2;5;130;0.017;0.001;13.45;
3;5;130;0.017;0.001;13.50;
4;5;130;0.017;0.001;13.37;
5;5;130;0.017;0.001;13.41;
0;6;60;0.017;0.002;10.08;
6;5;130;0.017;0.001;13.44;
7;5;130;0.017;0.001;13.52;
0;7;16;0.017;0.006;4.28;
8;5;130;0.017;0.001;13.44;
1;6;60;0.017;0.002;10.09;
2;6;60;0.017;0.002;10.03;
0;8;15;0.017;0.007;4.12;
9;5;130;0.017;0.001;13.40;
3;6;60;0.017;0.002;10.08;
1;7;16;0.018;0.006;4.59;
2;7;16;0.017;0.006;4.42;
4;6;60;0.017;0.002;10.12;
3;7;16;0.016;0.006;4.05;
5;6;60;0.017;0.002;10.11;
2;8;15;0.017;0.007;3.98;
1;8;15;0.018;0.007;4.25;
4;7;16;0.018;0.006;4.63;
6;6;60;0.017;0.002;10.08;
3;8;15;0.018;0.007;4.33;
7;6;60;0.017;0.002;10.07;
5;7;16;0.017;0.006;4.45;
4;8;15;0.017;0.007;4.12;
6;7;16;0.017;0.006;4.37;
8;6;60;0.017;0.002;10.04;
7;7;16;0.016;0.006;4.15;
5;8;15;0.018;0.007;4.24;
0;9;60;0.017;0.002;10.09;
9;6;60;0.017;0.002;10.19;
6;8;15;0.015;0.007;3.62;
8;7;16;0.015;0.006;3.80;
7;8;15;0.016;0.007;3.90;
9;7;16;0.016;0.006;4.21;
8;8;15;0.014;0.007;3.36;
2;9;60;0.016;0.002;9.86;
1;9;60;0.017;0.002;9.98;
3;9;60;0.015;0.002;9.51;
9;8;15;0.015;0.007;3.55;
4;9;60;0.015;0.002;9.46;
5;9;60;0.013;0.002;8.95;
6;9;60;0.013;0.002;8.81;
7;9;60;0.012;0.002;8.67;
8;9;60;0.011;0.002;8.07;
9;9;60;0.011;0.002;8.03;
