0;0;20;0.008;0.005;2.02;
1;0;20;0.008;0.005;2.20;
2;0;20;0.010;0.005;2.97;
3;0;20;0.011;0.005;3.31;
0;1;32;0.011;0.003;5.35;
4;0;20;0.013;0.005;4.11;
1;1;32;0.012;0.003;5.97;
5;0;20;0.016;0.005;5.12;
2;1;32;0.014;0.003;6.36;
6;0;20;0.018;0.005;5.54;
3;1;32;0.017;0.003;7.23;
7;0;20;0.018;0.005;5.56;
9;0;20;0.020;0.005;6.10;
8;0;20;0.027;0.005;7.34;
4;1;32;0.022;0.003;8.41;
0;2;39;0.024;0.003;9.65;
1;2;39;0.024;0.003;9.65;
10;0;20;0.029;0.005;7.71;
5;1;32;0.026;0.003;9.27;
11;0;20;0.031;0.005;7.92;
6;1;32;0.026;0.003;9.23;
2;2;39;0.026;0.003;10.05;
12;0;20;0.035;0.005;8.47;
7;1;32;0.028;0.003;9.56;
13;0;20;0.038;0.005;8.78;
14;0;20;0.036;0.005;8.61;
3;2;39;0.033;0.003;11.12;
16;0;20;0.039;0.005;8.96;
8;1;32;0.035;0.003;10.54;
9;1;32;0.037;0.003;10.69;
15;0;20;0.049;0.005;9.92;
17;0;20;0.042;0.005;9.21;
18;0;20;0.041;0.005;9.15;
4;2;39;0.040;0.003;11.90;
19;0;20;0.051;0.005;10.05;
20;0;20;0.050;0.005;10.04;
10;1;32;0.047;0.003;11.81;
21;0;20;0.054;0.005;10.30;
11;1;32;0.048;0.003;11.83;
0;3;40;0.045;0.003;12.58;
22;0;20;0.054;0.005;10.37;
1;3;40;0.047;0.003;12.75;
23;0;20;0.054;0.005;10.37;
5;2;39;0.050;0.003;12.89;
12;1;32;0.053;0.003;12.32;
24;0;20;0.057;0.005;10.55;
25;0;20;0.056;0.005;10.47;
6;2;39;0.051;0.003;12.96;
13;1;32;0.055;0.003;12.44;
14;1;32;0.057;0.003;12.61;
26;0;20;0.066;0.005;11.18;
7;2;39;0.055;0.003;13.28;
27;0;20;0.069;0.005;11.38;
2;3;40;0.059;0.003;13.74;
28;0;20;0.065;0.005;11.13;
29;0;20;0.070;0.005;11.47;
16;1;32;0.066;0.003;13.27;
30;0;20;0.078;0.005;11.91;
31;0;20;0.075;0.005;11.78;
15;1;32;0.072;0.003;13.64;
17;1;32;0.071;0.003;13.56;
32;0;20;0.079;0.005;12.01;
18;1;32;0.073;0.003;13.68;
33;0;20;0.078;0.005;11.94;
3;3;40;0.070;0.003;14.48;
34;0;20;0.077;0.005;11.88;
9;2;39;0.069;0.003;14.30;
8;2;39;0.070;0.003;14.34;
36;0;20;0.085;0.005;12.31;
35;0;20;0.091;0.005;12.59;
19;1;32;0.082;0.003;14.19;
37;0;20;0.086;0.005;12.38;
20;1;32;0.082;0.003;14.20;
4;3;40;0.077;0.003;14.89;
21;1;32;0.086;0.003;14.39;
22;1;32;0.084;0.003;14.29;
38;0;20;0.103;0.005;13.15;
40;0;20;0.099;0.005;12.95;
0;4;32;0.092;0.003;14.71;
41;0;20;0.092;0.005;12.65;
39;0;20;0.105;0.005;13.23;
23;1;32;0.087;0.003;14.46;
24;1;32;0.084;0.003;14.29;
42;0;20;0.090;0.005;12.54;
1;4;32;0.090;0.003;14.60;
25;1;32;0.088;0.003;14.50;
43;0;20;0.096;0.005;12.82;
10;2;39;0.089;0.003;15.39;
11;2;39;0.087;0.003;15.31;
44;0;20;0.102;0.005;13.11;
45;0;20;0.105;0.005;13.23;
46;0;20;0.107;0.005;13.31;
26;1;32;0.097;0.003;14.94;
47;0;20;0.104;0.005;13.18;
13;2;39;0.086;0.003;15.28;
28;1;32;0.096;0.003;14.87;
12;2;39;0.094;0.003;15.66;
2;4;32;0.097;0.003;14.92;
5;3;40;0.094;0.003;15.76;
48;0;20;0.108;0.005;13.35;
14;2;39;0.089;0.003;15.38;
49;0;20;0.105;0.005;13.21;
27;1;32;0.103;0.003;15.19;
6;3;40;0.094;0.003;15.76;
29;1;32;0.101;0.003;15.09;
30;1;32;0.101;0.003;15.08;
7;3;40;0.097;0.003;15.87;
33;1;32;0.094;0.003;14.79;
31;1;32;0.104;0.003;15.20;
32;1;32;0.100;0.003;15.07;
