0,-84.66599230733662
1,-101.56413978640344
2,-114.12578711610024
3,-81.22312399907908
4,-115.78391631850306
5,-98.23768527347264
6,-109.6059153693918
7,-100.02313006981672
8,-102.68742383278114
9,-92.75444554549725
10,-111.90455051236192
11,-109.03124650084656
12,-113.30172477513035
13,-125.20420479722131
14,-113.20967684153406
15,-114.87787219645264
16,-114.3626056434975
17,-104.8022013280216
18,-100.75918859253429
19,-111.50705820159108
20,-111.81667397856403
21,-127.52326854890252
22,-103.38481376235032
23,-116.13915777468941
24,-111.48945996980264
25,-113.9512004733192
26,-106.86862475569583
27,-106.23760116987062
28,-103.792417005142
29,-112.17819194753228
30,-116.45784812444484
31,-111.45115100917351
32,-126.65496491409351
33,-117.59609840396054
34,-118.76169941526216
35,-109.26946942665846
36,-94.86230687072639
37,-98.91769047516871
38,-104.16978447547822
39,-108.71049045495255
40,-115.92290142349704
41,-113.25306413698867
42,-119.00355958944064
43,-119.0099478392109
44,-116.46082834342342
45,-114.02350673269187
46,-107.91367411981373
47,-106.26844548264557
48,-98.16303570744279
49,-117.86842797092473
50,-124.60783612929714
51,-119.35086700675822
52,-116.45570361594781
53,-108.15557635150812
54,-113.79613857101461
55,-119.41757172593762
56,-114.44151745826461
57,-89.37286535907602
58,-107.03305563640451
59,-112.46278811873843
60,-119.02514687186469
61,-119.50410248743624
62,-118.95396881774668
63,-118.54285376278828
64,-118.2141646365362
65,-113.47094115966573
66,-108.02473678315444
67,-105.4170953185319
68,-107.46569022766172
69,-114.11213471981517
70,-119.21641221126288
71,-120.76131388774292
72,-89.3360697206639
73,-117.23622559202138
74,-116.29524923403763
75,-112.2641107303248
76,-107.36308676013674
77,-105.51853628681765
78,-111.46801409321526
79,-114.40852758125655
80,-115.85177552156337
81,-119.0727152529377
82,-120.19755965913437
83,-121.59498763132581
84,-112.87630275897764
85,-110.51916966405554
86,-100.42087223402717
87,-104.45733803905819
88,-110.70642290098793
89,-97.04017531397886
90,-125.30487428278455
91,-115.73563393230958
92,-95.45900425494128
93,-118.33261475101443
94,-111.70383032864737
95,-113.36302749902775
96,-106.48958428397461
97,-107.0932934448652
98,-111.98296065782448
99,-108.04877135396254
