 Number of tacts (im units) = 1
 Number of massive (im units) = 100
 Command Line curl 192.168.222.19:9000 > /dev/null 2>&1
cycle , cPeriod , count , procDur , procTime , lI , spb
0,0,0,2.4758012E7,2.0E7,0.8078193031007498,-0.09268577343642115
0,0,1,1.4443945E7,2.0E7,1.3846632620104826,0.14134416962298213
0,0,2,1.2539814E7,2.0E7,1.5949199884463996,0.2027389009055449
0,0,3,1.1010753E7,2.0E7,1.816406198558809,0.2592129752787491
0,0,4,9981061.0,2.0E7,2.0037949873264975,0.30185328584421256
0,1,0,9346362.0,1.4285714E7,1.5284785673826886,0.18425935334494015
0,1,1,8562174.0,1.4285714E7,1.6684680783174928,0.22231790200478532
0,1,2,1.0402845E7,1.4285714E7,1.3732506828660813,0.13774982365181432
0,1,3,1.2575269E7,1.4285714E7,1.136016573482444,0.055384667395657165
0,1,4,9331960.0,1.4285714E7,1.5308374660842952,0.18492908271012584
0,1,5,1.0024409E7,1.4285714E7,1.4250928907629368,0.15384317355922741
0,1,6,8762422.0,1.4285714E7,1.6303385068648828,0.2122777862447229
0,2,0,8006515.0,1.1111111E7,1.38775871899322,0.14231396459243933
0,2,1,8569374.0,1.1111111E7,1.2966070800504215,0.11280838871408122
0,2,2,9217089.0,1.1111111E7,1.2054902583668228,0.08116370517002332
0,2,3,8567244.0,1.1111111E7,1.2969294442880348,0.11291635018596764
0,2,4,8805149.0,1.1111111E7,1.2618879021808718,0.10102077675710434
0,2,5,8710454.0,1.1111111E7,1.2756064150043156,0.10571669463643606
0,2,6,8781452.0,1.1111111E7,1.2652931428652119,0.10219115442884533
0,2,7,8352543.0,1.1111111E7,1.3302668420862964,0.12393876609616936
0,2,8,9016661.0,1.1111111E7,1.2322866524537188,0.09071174443412106
0,3,0,1.1067884E7,1.1111111E7,1.0039056245981617,0.0016928874676360242
0,3,1,9557158.0,1.1111111E7,1.1625957214477358,0.06542872034490224
0,3,2,9261568.0,1.1111111E7,1.1997008497913095,0.07907296647971221
0,3,3,8831166.0,1.1111111E7,1.2581703254134278,0.09973943791369967
0,3,4,8102908.0,1.1111111E7,1.3712498031570888,0.1371165782397985
0,3,5,1.0735924E7,1.1111111E7,1.0349468755553783,0.014918057768507442
0,3,6,9092538.0,1.1111111E7,1.222003251457404,0.08707236146147002
0,3,7,8191173.0,1.1111111E7,1.356473730929624,0.13241138776014696
0,3,8,1.0602603E7,1.1111111E7,1.047960675317184,0.02034498607024556
0,4,0,1.0091683E7,1.4285714E7,1.4155928203452288,0.15093835130063107
0,4,1,9043051.0,1.4285714E7,1.5797449334301001,0.1985869711657119
0,4,2,8451111.0,1.4285714E7,1.6903947895134734,0.22798814537350798
0,4,3,1.0232542E7,1.4285714E7,1.396106070221847,0.14491841539463465
0,4,4,9310867.0,1.4285714E7,1.5343054518983033,0.1859118282364013
0,4,5,1.0292445E7,1.4285714E7,1.3879806013051321,0.14238339637459263
0,4,6,9488663.0,1.4285714E7,1.5055560514690005,0.17769692882290294
0,5,0,8809308.0,2.0E7,2.2703258871184886,0.3560882011662404
0,5,1,9475074.0,2.0E7,2.110801456537437,0.3244473851857538
0,5,2,8080223.0,2.0E7,2.4751792122568896,0.39360664895708825
0,5,3,9814097.0,2.0E7,2.037884891498423,0.3091796495433804
0,5,4,9455609.0,2.0E7,2.1151466817208706,0.32534049031771417
0,6,0,1.131154E7,3.3333333E7,2.9468430470121665,0.4693570053335518
0,6,1,9791785.0,3.3333333E7,3.4042141448162924,0.5320168719139612
0,6,2,1.0606009E7,3.3333333E7,3.1428724037477247,0.49732674962301043
0,7,0,8793488.0,1.0E8,11.372051681880956,1.0558388247349637
0,8,0,8280571.0,1.0E8,12.076461876844,1.0819397147128291
0,9,0,9594631.0,3.3333333E7,3.4741651867591363,0.5408504640801182
0,9,1,1.1308272E7,3.3333333E7,2.94769466104105,0.4694824948271633
0,9,2,8861084.0,3.3333333E7,3.7617669576318202,0.5753918874000468
0,10,0,1.1600301E7,2.0E7,1.7240931937886783,0.23656073739024644
0,10,1,8954914.0,2.0E7,2.2334106167853762,0.34896857627790223
0,10,2,8196298.0,2.0E7,2.440126017868067,0.3874122556221268
0,10,3,9843362.0,2.0E7,2.031826117946287,0.30788653862780807
0,10,4,1.0244307E7,2.0E7,1.952303850323892,0.29054741079455704
0,11,0,9532110.0,1.25E7,1.3113570867310596,0.1177209675714303
0,11,1,1.0051009E7,1.25E7,1.2436562339164157,0.09470035113847891
0,11,2,8469389.0,1.25E7,1.475903397517814,0.1690579324884257
0,11,3,9130081.0,1.25E7,1.3691006684387577,0.13643538249489784
0,11,4,9913719.0,1.25E7,1.2608789900137376,0.10067340815033621
0,11,5,9910974.0,1.25E7,1.2612282102647026,0.10079367617773445
0,11,6,1.0983697E7,1.25E7,1.1380503304124285,0.05616146920935227
0,11,7,1.4013849E7,1.25E7,0.8919747886537096,-0.049647420627588465
0,12,0,1.3847844E7,1.1111111E7,0.8023711850017953,-0.09562467622320717
0,12,1,9837179.0,1.1111111E7,1.1295017606165345,0.05288691221561135
0,12,2,8602050.0,1.1111111E7,1.2916817502804565,0.11115552362614113
0,12,3,1.0089884E7,1.1111111E7,1.1012129574532274,0.041871312889589854
0,12,4,1.0394711E7,1.1111111E7,1.0689196650104078,0.02894506689848875
0,12,5,9831998.0,1.1111111E7,1.1300969548610567,0.05311570468240136
0,12,6,8690984.0,1.1111111E7,1.2784640956651168,0.106688535824637
0,12,7,8803833.0,1.1111111E7,1.2620765296206777,0.10108569039484314
0,12,8,8234535.0,1.1111111E7,1.3493307150919875,0.13011840640787672
0,13,0,8910435.0,1.1111111E7,1.2469773922373038,0.0958585797691674
0,13,1,9580529.0,1.1111111E7,1.1597596541902853,0.06436799640452187
0,13,2,1.0544747E7,1.1111111E7,1.0537105347335503,0.022721322040000692
0,13,3,1.0170948E7,1.1111111E7,1.0924361229651356,0.03839605227422477
0,13,4,9535081.0,1.1111111E7,1.1652875313801738,0.06643309951178168
0,13,5,7974994.0,1.1111111E7,1.3932438068291964,0.1440271212305644
0,13,6,1.0250841E7,1.1111111E7,1.0839218947986804,0.034997988955100215
0,13,7,9623384.0,1.1111111E7,1.1545949948583576,0.06242967051051806
0,13,8,8062251.0,1.1111111E7,1.3781648574324963,0.13930117141110698
0,14,0,9943591.0,1.4285714E7,1.4366755430709086,0.15735869870891547
0,14,1,1.1121891E7,1.4285714E7,1.28446808191161,0.10872331683756342
0,14,2,9919106.0,1.4285714E7,1.4402219312909852,0.15842941994839888
0,14,3,8127295.0,1.4285714E7,1.757745227655696,0.2449559274831645
0,14,4,1.0072121E7,1.4285714E7,1.418342174403981,0.15178101683342093
0,14,5,9755062.0,1.4285714E7,1.4644411281035425,0.16567191732612738
0,14,6,8906481.0,1.4285714E7,1.6039683911075542,0.20519580552992164
0,15,0,1.0783995E7,2.0E7,1.8546002664133283,0.2682503178333554
0,15,1,1.0107754E7,2.0E7,1.9786789429184763,0.2963753320384445
0,15,2,8953680.0,2.0E7,2.233718426390043,0.3490284268045842
0,15,3,7976569.0,2.0E7,2.507343696268408,0.39921386932399733
0,15,4,1.0083167E7,2.0E7,1.9835037939964695,0.2974330355185914
0,16,0,9349007.0,5.0E7,5.348161574806822,0.7282045193803409
0,16,1,7998209.0,5.0E7,6.251399532070242,0.795977255906259
0,17,0,1.180528E7,1.0E8,8.470785953403901,0.927923707779424
0,18,0,1.40216E7,1.0E8,7.131853711416672,0.853202426346266
0,19,0,9649942.0,3.3333333E7,3.4542521602720515,0.5383540378687969
0,19,1,8076916.0,3.3333333E7,4.126987701741605,0.615633174699147
0,19,2,8691768.0,3.3333333E7,3.835046333496246,0.5837706152889609
0,20,0,1.0838209E7,1.6666666E7,1.5377693860673844,0.18689121071384515
0,20,1,8617494.0,1.6666666E7,1.9340502006731888,0.2864677425455371
0,20,2,9832671.0,1.6666666E7,1.695029356723112,0.22917722428095808
0,20,3,8747100.0,1.6666666E7,1.9053933303609196,0.27998464067976814
0,20,4,8535570.0,1.6666666E7,1.952613123669538,0.29061620391286874
0,20,5,7902015.0,1.6666666E7,2.1091665859910416,0.32411088249886516
0,21,0,8982426.0,1.25E7,1.3916062319912237,0.14351636496872427
0,21,1,9086149.0,1.25E7,1.3757203409277132,0.1385301586554424
0,21,2,9370359.0,1.25E7,1.3339937135813047,0.12515378298129237
0,21,3,9214625.0,1.25E7,1.356539197200103,0.13243234721797378
0,21,4,9139198.0,1.25E7,1.3677348931492677,0.13600192662395796
0,21,5,8211516.0,1.25E7,1.5222524074726274,0.1824866695725123
0,21,6,1.0182378E7,1.25E7,1.227611074741087,0.08906079771127368
0,21,7,9398099.0,1.25E7,1.330056216688077,0.12386999741930899
0,22,0,8939278.0,1.1111111E7,1.2429539611588318,0.0944550427325835
0,22,1,9814856.0,1.1111111E7,1.1320707099523417,0.05387355404575647
0,22,2,8904931.0,1.1111111E7,1.247748129659848,0.09612692754315615
0,22,3,9584682.0,1.1111111E7,1.1592571355001657,0.06417977776069114
0,22,4,8188303.0,1.1111111E7,1.3569491749389342,0.13256358129500947
0,22,5,8549733.0,1.1111111E7,1.299585729753198,0.11380493387988004
0,22,6,9040539.0,1.1111111E7,1.229031919446396,0.08956316218622741
0,22,7,1.1743665E7,1.1111111E7,0.9461365766138595,-0.024046167838723126
0,22,8,9553022.0,1.1111111E7,1.1630990695928471,0.06561670831834866
0,23,0,1.0462383E7,1.1111111E7,1.0620057591086085,0.026126871870033735
0,23,1,8885956.0,1.1111111E7,1.2504125611245431,0.09705332777478615
0,23,2,8776973.0,1.1111111E7,1.2659388379114302,0.10241272384940975
0,23,3,8838919.0,1.1111111E7,1.2570667295401168,0.09935833218225966
0,23,4,1.0871584E7,1.1111111E7,1.0220323919679046,0.009464660407293502
0,23,5,9007393.0,1.1111111E7,1.233554592322107,0.09115837443345683
0,23,6,1.0953429E7,1.1111111E7,1.0143956746330305,0.006207388716864912
0,23,7,9052265.0,1.1111111E7,1.2274398727832205,0.0890002270206426
0,23,8,8359857.0,1.1111111E7,1.3291029978144362,0.12355863756365068
0,24,0,1.0206519E7,1.4285714E7,1.3996656450646885,0.14602430293118715
0,24,1,9137517.0,1.4285714E7,1.5634131241561575,0.19407375334495441
0,24,2,7853764.0,1.4285714E7,1.8189640024833953,0.25982410440844383
0,24,3,9339518.0,1.4285714E7,1.5295986366748262,0.18457748784725506
0,24,4,1.0432465E7,1.4285714E7,1.369351730391619,0.1365150149333478
0,24,5,9032086.0,1.4285714E7,1.581662752103999,0.19911388718059142
0,24,6,7933400.0,1.4285714E7,1.800705120125041,0.2554425994448767
0,25,0,8089573.0,2.5E7,3.0903979727978226,0.4900144102535747
0,25,1,8679308.0,2.5E7,2.880413968486889,0.4594549083529002
0,25,2,8977301.0,2.5E7,2.7848013562205387,0.4447942217811705
0,25,3,8781818.0,2.5E7,2.8467909492089225,0.4543555764063736
0,26,0,1.0448428E7,5.0E7,4.7854088672477815,0.6799190499923926
0,26,1,9314993.0,5.0E7,5.36769056079806,0.7297874714658096
0,27,0,8228833.0,1.0E8,12.1523914751946,1.0846617513730283
0,28,0,7920996.0,1.0E8,12.624674977742698,1.1012202060231862
0,29,0,8883966.0,3.3333333E7,3.752077957074577,0.57427185315468
